관,gwan,
민,min,
수,soo,
형,hyeong,
형,hyung,
정,jeong,
동,dong,
일,il,
규,gyu,
창,chang,
양,yang,
빈,bin,
애,ae,
혁,hyuk,
혁,hyeok,
리,ri,
리,lee,
유,yu,
유,yoo,
나,na,
아,a,
교,kyo,
교,gyo,
미,mi,
희,hee,
희,hui,
건,gun,
건,geon,
무,mu,
무,moo,
연,yeon,
돈,don,
게,ke,
게,ge,
네,ne,
임,im,
섭,sup,
셸,shell,
시,si,
시,shi,
카,ka,
터,ter,
터,to

# Compound syllable mappings for proper conversion  
희찬,heuichan,
석열,seokyeol,
수지,suzy,

# Compound names with English prefixes
지은,leejieun,
이지은,iu_leejieun,

# Problem syllable combinations 
철수,cheolsoo,
덕수,duksoo,

# Individual syllable mappings
he,헤,
ui,의,

# Individual token mappings for compound names
순신,sunsin,
세종,sejong,
주영,juyung,
동연,dongyeon,
유진,eugene,
박사,phd,

# Direct compound fixes for mathematician dataset
상운,sang-un,
상일,sangil,
상열,sangyeol,
종일,jongil,
현욱,hyun-uk,
지훈,jihoon,
지영,ji-young,
형원,hyungwon,
동원,dong-won,

# More mathematician compound fixes
진,rarediasporablock,
준한,junghan,
연옥,yeonok,
형록,hyungrok,
혜리,hyeri,
승원,seungwon,
승연,seungyeon,
성은,sung-eun,
송이,songyi,
숙자,sukja,

# Special compound names with order issues
이사무엘,samuel_lee,
김현정,hyun_jeongkim,
사무엘,samuel,

# More compound fixes
문호,munho,
상원,sangwon,
유나,yuna,
백진,baekjin,
홍목,hong-mok,
정원,jungwon,
현일,hyunil,
민아,mina,
김데이비드,david_kim,
박그레이스,grace_park,
김린다,linda_kim,
성일,sung-il,
재춘,jae-chun,

# Final mathematician fixes
전영섭,chun_youngsup,
전미영,chun_miyoung,
전용석,chun_yongseok,
미나,mina,SURNAME_0
정훈,jung-hun,
승훈,seung-hun,
복윤,bokyun,
석,suk,SURNAME_0

# Yi surname variant
이,yi,SURNAME_0

# Missing surname mappings
임,yim,SURNAME_0

# Skip random prefix
SKIP,random,

# Random names need direct full mapping since Random prefix converts
김혜리,random_001,
신효종,random_002,
고기민,random_003,
나민일,random_004,
고선,random_005,
원승혁,random_006,
성현이,random_007,
강진중,random_008,
강소은,random_009,
박현창,random_010,
배나애,random_011,

# Critical syllable fixes for mathematician dataset
상,sang,
운,un,
일,il,
열,yeol,
종,jong,
영,young,
영,yeong,
동,dong,
연,yeon,
진,jin,
융,yung,
효,hyo,
기,gi,
기,ki,
승,seung,
혁,hyuk,
현,hyun,
소,so,
창,chang,
나,na,
애,ae,
욱,uk,
욱,wook,
원,won,
원,weon,

# Additional syllable fixes
준,jun,
한,han,
연,yeon,
옥,ok,
형,hyung,
록,rok,
혜,hye,
리,ri,
승,seung,
성,sung,
은,eun,
송,song,
숙,suk,
자,ja,

# Single letter exclusions to prevent conversion
i,,
u,,
kyeol,결,
kye,계,
ol,올,
zy,지,
su,수,
heui,희,
chan,찬,
seok,석,
yeol,열,
