곿,gwaks,0.0000
관,gwan,0.0000
괁,gwanj,0.0000
괂,gwanh,0.0000
괃,gwat,0.0000
괄,gwal,0.0000
괅,gwalk,0.0000
괆,gwalm,0.0000
괇,gwalb,0.0000
괈,gwals,0.0000
괉,gwalt,0.0000
괊,gwalp,0.0000
괋,gwalh,0.0000
괌,gwam,0.0000
괍,gwap,0.0000
괎,gwaps,0.0000
괏,gwat,0.0000
괐,gwat,0.0000
광,gwang,0.0000
괒,gwat,0.0000
괓,gwat,0.0000
곽,gwak,0.0000
괕,gwat,0.0000
괖,gwap,0.0000
괗,gwat,0.0000
괘,gwae,0.0000
괙,gwaek,0.0000
괚,gwaek,0.0000
괛,gwaeks,0.0000
괜,gwaen,0.0000
괝,gwaenj,0.0000
괞,gwaenh,0.0000
괟,gwaet,0.0000
괠,gwael,0.0000
괡,gwaelk,0.0000
괢,gwaelm,0.0000
괣,gwaelb,0.0000
괤,gwaels,0.0000
괥,gwaelt,0.0000
괦,gwaelp,0.0000
괧,gwaelh,0.0000
괨,gwaem,0.0000
괩,gwaep,0.0000
괪,gwaeps,0.0000
괫,gwaet,0.0000
괬,gwaet,0.0000
괭,gwaeng,0.0000
괮,gwaet,0.0000
괯,gwaet,0.0000
괰,gwaek,0.0000
괱,gwaet,0.0000
괲,gwaep,0.0000
괳,gwaet,0.0000
괴,goe,0.0000
괵,goek,0.0000
괶,goek,0.0000
괷,goeks,0.0000
괸,goen,0.0000
괹,goenj,0.0000
괺,goenh,0.0000
괻,goet,0.0000
괼,goel,0.0000
괽,goelk,0.0000
괾,goelm,0.0000
괿,goelb,0.0000
굀,goels,0.0000
굁,goelt,0.0000
굂,goelp,0.0000
굃,goelh,0.0000
굄,goem,0.0000
굅,goep,0.0000
굆,goeps,0.0000
굇,goet,0.0000
굈,goet,0.0000
굉,goeng,0.0000
굊,goet,0.0000
굋,goet,0.0000
굌,goek,0.0000
굍,goet,0.0000
굎,goep,0.0000
굏,goet,0.0000
교,gyo,0.0000
굑,gyok,0.0000
굒,gyok,0.0000
굓,gyoks,0.0000
굔,gyon,0.0000
굕,gyonj,0.0000
굖,gyonh,0.0000
굗,gyot,0.0000
굘,gyol,0.0000
굙,gyolk,0.0000
굚,gyolm,0.0000
굛,gyolb,0.0000
굜,gyols,0.0000
굝,gyolt,0.0000
굞,gyolp,0.0000
굟,gyolh,0.0000
굠,gyom,0.0000
굡,gyop,0.0000
굢,gyops,0.0000
굣,gyot,0.0000
굤,gyot,0.0000
굥,gyong,0.0000
굦,gyot,0.0000
굧,gyot,0.0000
굨,gyok,0.0000
굩,gyot,0.0000
굪,gyop,0.0000
굫,gyot,0.0000
구,gu,-1.0000
국,guk,0.0000
굮,guk,0.0000
굯,guks,0.0000
군,gun,0.0000
굱,gunj,0.0000
굲,gunh,0.0000
굳,gut,0.0000
굴,gul,0.0000
굵,gulk,0.0000
굶,gulm,0.0000
굷,gulb,0.0000
굸,guls,0.0000
굹,gult,0.0000
굺,gulp,0.0000
굻,gulh,0.0000
굼,gum,0.0000
굽,gup,0.0000
굾,gups,0.0000
굿,gut,0.0000
궀,gut,0.0000
궁,gung,0.0000
궂,gut,0.0000
궃,gut,0.0000
궄,guk,0.0000
궅,gut,0.0000
궆,gup,0.0000
궇,gut,0.0000
궈,gwo,0.0000
궉,gwok,0.0000
궊,gwok,0.0000
궋,gwoks,0.0000
권,gwon,0.0000
궍,gwonj,0.0000
궎,gwonh,0.0000
궏,gwot,0.0000
궐,gwol,0.0000
궑,gwolk,0.0000
궒,gwolm,0.0000
궓,gwolb,0.0000
궔,gwols,0.0000
궕,gwolt,0.0000
궖,gwolp,0.0000
궗,gwolh,0.0000
궘,gwom,0.0000
궙,gwop,0.0000
궚,gwops,0.0000
궛,gwot,0.0000
궜,gwot,0.0000
궝,gwong,0.0000
궞,gwot,0.0000
궟,gwot,0.0000
궠,gwok,0.0000
궡,gwot,0.0000
궢,gwop,0.0000
궣,gwot,0.0000
궤,gwe,0.0000
궥,gwek,0.0000
궦,gwek,0.0000
궧,gweks,0.0000
궨,gwen,0.0000
궩,gwenj,0.0000
궪,gwenh,0.0000
궫,gwet,0.0000
궬,gwel,0.0000
궭,gwelk,0.0000
궮,gwelm,0.0000
궯,gwelb,0.0000
궰,gwels,0.0000
궱,gwelt,0.0000
궲,gwelp,0.0000
궳,gwelh,0.0000
궴,gwem,0.0000
궵,gwep,0.0000
궶,gweps,0.0000
궷,gwet,0.0000
궸,gwet,0.0000
궹,gweng,0.0000
궺,gwet,0.0000
궻,gwet,0.0000
궼,gwek,0.0000
궽,gwet,0.0000
궾,gwep,0.0000
궿,gwet,0.0000
귀,gwi,0.0000
귁,gwik,0.0000
귂,gwik,0.0000
귃,gwiks,0.0000
귄,gwin,0.0000
귅,gwinj,0.0000
귆,gwinh,0.0000
귇,gwit,0.0000
귈,gwil,0.0000
귉,gwilk,0.0000
귊,gwilm,0.0000
귋,gwilb,0.0000
귌,gwils,0.0000
귍,gwilt,0.0000
귎,gwilp,0.0000
귏,gwilh,0.0000
귐,gwim,0.0000
귑,gwip,0.0000
귒,gwips,0.0000
귓,gwit,0.0000
귔,gwit,0.0000
귕,gwing,0.0000
귖,gwit,0.0000
귗,gwit,0.0000
귘,gwik,0.0000
귙,gwit,0.0000
귚,gwip,0.0000
귛,gwit,0.0000
규,gyu,0.0000
귝,gyuk,0.0000
귞,gyuk,0.0000
귟,gyuks,0.0000
균,gyun,0.0000
귡,gyunj,0.0000
귢,gyunh,0.0000
귣,gyut,0.0000
귤,gyul,0.0000
귥,gyulk,0.0000
귦,gyulm,0.0000
귧,gyulb,0.0000
귨,gyuls,0.0000
귩,gyult,0.0000
귪,gyulp,0.0000
귫,gyulh,0.0000
귬,gyum,0.0000
귭,gyup,0.0000
귮,gyups,0.0000
귯,gyut,0.0000
귰,gyut,0.0000
귱,gyung,0.0000
귲,gyut,0.0000
귳,gyut,0.0000
귴,gyuk,0.0000
귵,gyut,0.0000
귶,gyup,0.0000
귷,gyut,0.0000
그,geu,0.0000
극,geuk,0.0000
귺,geuk,0.0000
귻,geuks,0.0000
근,geun,0.0000
귽,geunj,0.0000
귾,geunh,0.0000
귿,geut,0.0000
글,geul,0.0000
긁,geulk,0.0000
긂,geulm,0.0000
긃,geulb,0.0000
긄,geuls,0.0000
긅,geult,0.0000
긆,geulp,0.0000
긇,geulh,0.0000
금,geum,0.0000
급,geup,0.0000
긊,geups,0.0000
긋,geut,0.0000
긌,geut,0.0000
긍,geung,0.0000
긎,geut,0.0000
긏,geut,0.0000
긐,geuk,0.0000
긑,geut,0.0000
긒,geup,0.0000
긓,geut,0.0000
긔,gui,0.0000
긕,guik,0.0000
긖,guik,0.0000
긗,guiks,0.0000
긘,guin,0.0000
긙,guinj,0.0000
긚,guinh,0.0000
긛,guit,0.0000
긜,guil,0.0000
긝,guilk,0.0000
긞,guilm,0.0000
긟,guilb,0.0000
긠,guils,0.0000
긡,guilt,0.0000
긢,guilp,0.0000
긣,guilh,0.0000
긤,guim,0.0000
긥,guip,0.0000
긦,guips,0.0000
긧,guit,0.0000
긨,guit,0.0000
긩,guing,0.0000
긪,guit,0.0000
긫,guit,0.0000
긬,guik,0.0000
긭,guit,0.0000
긮,guip,0.0000
긯,guit,0.0000
기,gi,0.0000
긱,gik,0.0000
긲,gik,0.0000
긳,giks,0.0000
긴,gin,0.0000
긵,ginj,0.0000
긶,ginh,0.0000
긷,git,0.0000
길,gil,0.0000
긹,gilk,0.0000
긺,gilm,0.0000
긻,gilb,0.0000
긼,gils,0.0000
긽,gilt,0.0000
긾,gilp,0.0000
긿,gilh,0.0000
김,gim,0.0000
깁,gip,0.0000
깂,gips,0.0000
깃,git,0.0000
깄,git,0.0000
깅,ging,0.0000
깆,git,0.0000
깇,git,0.0000
깈,gik,0.0000
깉,git,0.0000
깊,gip,0.0000
깋,git,0.0000
까,kka,0.0000
깍,kkak,0.0000
깎,kkak,0.0000
깏,kkaks,0.0000
깐,kkan,0.0000
깑,kkanj,0.0000
깒,kkanh,0.0000
깓,kkat,0.0000
깔,kkal,0.0000
깕,kkalk,0.0000
깖,kkalm,0.0000
깗,kkalb,0.0000
깘,kkals,0.0000
깙,kkalt,0.0000
깚,kkalp,0.0000
깛,kkalh,0.0000
깜,kkam,0.0000
깝,kkap,0.0000
깞,kkaps,0.0000
깟,kkat,0.0000
깠,kkat,0.0000
깡,kkang,0.0000
깢,kkat,0.0000
깣,kkat,0.0000
깤,kkak,0.0000
깥,kkat,0.0000
깦,kkap,0.0000
깧,kkat,0.0000
깨,kkae,0.0000
깩,kkaek,0.0000
깪,kkaek,0.0000
깫,kkaeks,0.0000
깬,kkaen,0.0000
깭,kkaenj,0.0000
깮,kkaenh,0.0000
깯,kkaet,0.0000
깰,kkael,0.0000
깱,kkaelk,0.0000
깲,kkaelm,0.0000
깳,kkaelb,0.0000
깴,kkaels,0.0000
깵,kkaelt,0.0000
깶,kkaelp,0.0000
깷,kkaelh,0.0000
깸,kkaem,0.0000
깹,kkaep,0.0000
깺,kkaeps,0.0000
깻,kkaet,0.0000
깼,kkaet,0.0000
깽,kkaeng,0.0000
깾,kkaet,0.0000
깿,kkaet,0.0000
꺀,kkaek,0.0000
꺁,kkaet,0.0000
꺂,kkaep,0.0000
꺃,kkaet,0.0000
꺄,kkya,0.0000
꺅,kkyak,0.0000
꺆,kkyak,0.0000
꺇,kkyaks,0.0000
꺈,kkyan,0.0000
꺉,kkyanj,0.0000
꺊,kkyanh,0.0000
꺋,kkyat,0.0000
꺌,kkyal,0.0000
꺍,kkyalk,0.0000
꺎,kkyalm,0.0000
꺏,kkyalb,0.0000
꺐,kkyals,0.0000
꺑,kkyalt,0.0000
꺒,kkyalp,0.0000
꺓,kkyalh,0.0000
꺔,kkyam,0.0000
꺕,kkyap,0.0000
꺖,kkyaps,0.0000
꺗,kkyat,0.0000
꺘,kkyat,0.0000
꺙,kkyang,0.0000
꺚,kkyat,0.0000
꺛,kkyat,0.0000
꺜,kkyak,0.0000
꺝,kkyat,0.0000
꺞,kkyap,0.0000
꺟,kkyat,0.0000
꺠,kkyae,0.0000
꺡,kkyaek,0.0000
꺢,kkyaek,0.0000
꺣,kkyaeks,0.0000
꺤,kkyaen,0.0000
꺥,kkyaenj,0.0000
꺦,kkyaenh,0.0000
꺧,kkyaet,0.0000
꺨,kkyael,0.0000
꺩,kkyaelk,0.0000
꺪,kkyaelm,0.0000
꺫,kkyaelb,0.0000
꺬,kkyaels,0.0000
꺭,kkyaelt,0.0000
꺮,kkyaelp,0.0000
꺯,kkyaelh,0.0000
꺰,kkyaem,0.0000
꺱,kkyaep,0.0000
꺲,kkyaeps,0.0000
꺳,kkyaet,0.0000
꺴,kkyaet,0.0000
꺵,kkyaeng,0.0000
꺶,kkyaet,0.0000
꺷,kkyaet,0.0000
꺸,kkyaek,0.0000
꺹,kkyaet,0.0000
꺺,kkyaep,0.0000
꺻,kkyaet,0.0000
꺼,kkeo,0.0000
꺽,kkeok,0.0000
꺾,kkeok,0.0000
꺿,kkeoks,0.0000
껀,kkeon,0.0000
껁,kkeonj,0.0000
껂,kkeonh,0.0000
껃,kkeot,0.0000
껄,kkeol,0.0000
껅,kkeolk,0.0000
껆,kkeolm,0.0000
껇,kkeolb,0.0000
껈,kkeols,0.0000
껉,kkeolt,0.0000
껊,kkeolp,0.0000
껋,kkeolh,0.0000
껌,kkeom,0.0000
껍,kkeop,0.0000
껎,kkeops,0.0000
껏,kkeot,0.0000
껐,kkeot,0.0000
껑,kkeong,0.0000
껒,kkeot,0.0000
껓,kkeot,0.0000
껔,kkeok,0.0000
껕,kkeot,0.0000
껖,kkeop,0.0000
껗,kkeot,0.0000
께,kke,0.0000
껙,kkek,0.0000
껚,kkek,0.0000
껛,kkeks,0.0000
껜,kken,0.0000
껝,kkenj,0.0000
껞,kkenh,0.0000
껟,kket,0.0000
껠,kkel,0.0000
껡,kkelk,0.0000
껢,kkelm,0.0000
껣,kkelb,0.0000
껤,kkels,0.0000
껥,kkelt,0.0000
껦,kkelp,0.0000
껧,kkelh,0.0000
껨,kkem,0.0000
껩,kkep,0.0000
껪,kkeps,0.0000
껫,kket,0.0000
껬,kket,0.0000
껭,kkeng,0.0000
껮,kket,0.0000
껯,kket,0.0000
껰,kkek,0.0000
껱,kket,0.0000
껲,kkep,0.0000
껳,kket,0.0000
껴,kkyeo,0.0000
껵,kkyeok,0.0000
껶,kkyeok,0.0000
껷,kkyeoks,0.0000
껸,kkyeon,0.0000
껹,kkyeonj,0.0000
껺,kkyeonh,0.0000
껻,kkyeot,0.0000
껼,kkyeol,0.0000
껽,kkyeolk,0.0000
껾,kkyeolm,0.0000
껿,kkyeolb,0.0000
꼀,kkyeols,0.0000
꼁,kkyeolt,0.0000
꼂,kkyeolp,0.0000
꼃,kkyeolh,0.0000
꼄,kkyeom,0.0000
꼅,kkyeop,0.0000
꼆,kkyeops,0.0000
꼇,kkyeot,0.0000
꼈,kkyeot,0.0000
꼉,kkyeong,0.0000
꼊,kkyeot,0.0000
꼋,kkyeot,0.0000
꼌,kkyeok,0.0000
꼍,kkyeot,0.0000
꼎,kkyeop,0.0000
꼏,kkyeot,0.0000
꼐,kkye,0.0000
꼑,kkyek,0.0000
꼒,kkyek,0.0000
꼓,kkyeks,0.0000
꼔,kkyen,0.0000
꼕,kkyenj,0.0000
꼖,kkyenh,0.0000
꼗,kkyet,0.0000
꼘,kkyel,0.0000
꼙,kkyelk,0.0000
꼚,kkyelm,0.0000
꼛,kkyelb,0.0000
꼜,kkyels,0.0000
꼝,kkyelt,0.0000
꼞,kkyelp,0.0000
꼟,kkyelh,0.0000
꼠,kkyem,0.0000
꼡,kkyep,0.0000
꼢,kkyeps,0.0000
꼣,kkyet,0.0000
꼤,kkyet,0.0000
꼥,kkyeng,0.0000
꼦,kkyet,0.0000
꼧,kkyet,0.0000
꼨,kkyek,0.0000
꼩,kkyet,0.0000
꼪,kkyep,0.0000
꼫,kkyet,0.0000
꼬,kko,0.0000
꼭,kkok,0.0000
꼮,kkok,0.0000
꼯,kkoks,0.0000
꼰,kkon,0.0000
꼱,kkonj,0.0000
꼲,kkonh,0.0000
꼳,kkot,0.0000
꼴,kkol,0.0000
꼵,kkolk,0.0000
꼶,kkolm,0.0000
꼷,kkolb,0.0000
꼸,kkols,0.0000
꼹,kkolt,0.0000
꼺,kkolp,0.0000
꼻,kkolh,0.0000
꼼,kkom,0.0000
꼽,kkop,0.0000
꼾,kkops,0.0000
꼿,kkot,0.0000
꽀,kkot,0.0000
꽁,kkong,0.0000
꽂,kkot,0.0000
꽃,kkot,0.0000
꽄,kkok,0.0000
꽅,kkot,0.0000
꽆,kkop,0.0000
꽇,kkot,0.0000
꽈,kkwa,0.0000
꽉,kkwak,0.0000
꽊,kkwak,0.0000
꽋,kkwaks,0.0000
꽌,kkwan,0.0000
꽍,kkwanj,0.0000
꽎,kkwanh,0.0000
꽏,kkwat,0.0000
꽐,kkwal,0.0000
꽑,kkwalk,0.0000
꽒,kkwalm,0.0000
꽓,kkwalb,0.0000
꽔,kkwals,0.0000
꽕,kkwalt,0.0000
꽖,kkwalp,0.0000
꽗,kkwalh,0.0000
꽘,kkwam,0.0000
꽙,kkwap,0.0000
꽚,kkwaps,0.0000
꽛,kkwat,0.0000
꽜,kkwat,0.0000
꽝,kkwang,0.0000
꽞,kkwat,0.0000
꽟,kkwat,0.0000
꽠,kkwak,0.0000
꽡,kkwat,0.0000
꽢,kkwap,0.0000
꽣,kkwat,0.0000
꽤,kkwae,0.0000
꽥,kkwaek,0.0000
꽦,kkwaek,0.0000
꽧,kkwaeks,0.0000
꽨,kkwaen,0.0000
꽩,kkwaenj,0.0000
꽪,kkwaenh,0.0000
꽫,kkwaet,0.0000
꽬,kkwael,0.0000
꽭,kkwaelk,0.0000
꽮,kkwaelm,0.0000
꽯,kkwaelb,0.0000
꽰,kkwaels,0.0000
꽱,kkwaelt,0.0000
꽲,kkwaelp,0.0000
꽳,kkwaelh,0.0000
꽴,kkwaem,0.0000
꽵,kkwaep,0.0000
꽶,kkwaeps,0.0000
꽷,kkwaet,0.0000
꽸,kkwaet,0.0000
꽹,kkwaeng,0.0000
꽺,kkwaet,0.0000
꽻,kkwaet,0.0000
꽼,kkwaek,0.0000
꽽,kkwaet,0.0000
꽾,kkwaep,0.0000
꽿,kkwaet,0.0000
꾀,kkoe,0.0000
꾁,kkoek,0.0000
꾂,kkoek,0.0000
꾃,kkoeks,0.0000
꾄,kkoen,0.0000
꾅,kkoenj,0.0000
꾆,kkoenh,0.0000
꾇,kkoet,0.0000
꾈,kkoel,0.0000
꾉,kkoelk,0.0000
꾊,kkoelm,0.0000
꾋,kkoelb,0.0000
꾌,kkoels,0.0000
꾍,kkoelt,0.0000
꾎,kkoelp,0.0000
꾏,kkoelh,0.0000
꾐,kkoem,0.0000
꾑,kkoep,0.0000
꾒,kkoeps,0.0000
꾓,kkoet,0.0000
꾔,kkoet,0.0000
꾕,kkoeng,0.0000
꾖,kkoet,0.0000
꾗,kkoet,0.0000
꾘,kkoek,0.0000
꾙,kkoet,0.0000
꾚,kkoep,0.0000
꾛,kkoet,0.0000
꾜,kkyo,0.0000
꾝,kkyok,0.0000
꾞,kkyok,0.0000
꾟,kkyoks,0.0000
꾠,kkyon,0.0000
꾡,kkyonj,0.0000
꾢,kkyonh,0.0000
꾣,kkyot,0.0000
꾤,kkyol,0.0000
꾥,kkyolk,0.0000
꾦,kkyolm,0.0000
꾧,kkyolb,0.0000
꾨,kkyols,0.0000
꾩,kkyolt,0.0000
꾪,kkyolp,0.0000
꾫,kkyolh,0.0000
꾬,kkyom,0.0000
꾭,kkyop,0.0000
꾮,kkyops,0.0000
꾯,kkyot,0.0000
꾰,kkyot,0.0000
꾱,kkyong,0.0000
꾲,kkyot,0.0000
꾳,kkyot,0.0000
꾴,kkyok,0.0000
꾵,kkyot,0.0000
꾶,kkyop,0.0000
꾷,kkyot,0.0000
꾸,kku,0.0000
꾹,kkuk,0.0000
꾺,kkuk,0.0000
꾻,kkuks,0.0000
꾼,kkun,0.0000
꾽,kkunj,0.0000
꾾,kkunh,0.0000
꾿,kkut,0.0000
꿀,kkul,0.0000
꿁,kkulk,0.0000
꿂,kkulm,0.0000
꿃,kkulb,0.0000
꿄,kkuls,0.0000
꿅,kkult,0.0000
꿆,kkulp,0.0000
꿇,kkulh,0.0000
꿈,kkum,0.0000
꿉,kkup,0.0000
꿊,kkups,0.0000
꿋,kkut,0.0000
꿌,kkut,0.0000
꿍,kkung,0.0000
꿎,kkut,0.0000
꿏,kkut,0.0000
꿐,kkuk,0.0000
꿑,kkut,0.0000
꿒,kkup,0.0000
꿓,kkut,0.0000
꿔,kkwo,0.0000
꿕,kkwok,0.0000
꿖,kkwok,0.0000
꿗,kkwoks,0.0000
꿘,kkwon,0.0000
꿙,kkwonj,0.0000
꿚,kkwonh,0.0000
꿛,kkwot,0.0000
꿜,kkwol,0.0000
꿝,kkwolk,0.0000
꿞,kkwolm,0.0000
꿟,kkwolb,0.0000
꿠,kkwols,0.0000
꿡,kkwolt,0.0000
꿢,kkwolp,0.0000
꿣,kkwolh,0.0000
꿤,kkwom,0.0000
꿥,kkwop,0.0000
꿦,kkwops,0.0000
꿧,kkwot,0.0000
꿨,kkwot,0.0000
꿩,kkwong,0.0000
꿪,kkwot,0.0000
꿫,kkwot,0.0000
꿬,kkwok,0.0000
꿭,kkwot,0.0000
꿮,kkwop,0.0000
꿯,kkwot,0.0000
꿰,kkwe,0.0000
꿱,kkwek,0.0000
꿲,kkwek,0.0000
꿳,kkweks,0.0000
꿴,kkwen,0.0000
꿵,kkwenj,0.0000
꿶,kkwenh,0.0000
꿷,kkwet,0.0000
꿸,kkwel,0.0000
꿹,kkwelk,0.0000
꿺,kkwelm,0.0000
꿻,kkwelb,0.0000
꿼,kkwels,0.0000
꿽,kkwelt,0.0000
꿾,kkwelp,0.0000
꿿,kkwelh,0.0000
뀀,kkwem,0.0000
뀁,kkwep,0.0000
뀂,kkweps,0.0000
뀃,kkwet,0.0000
뀄,kkwet,0.0000
뀅,kkweng,0.0000
뀆,kkwet,0.0000
뀇,kkwet,0.0000
뀈,kkwek,0.0000
뀉,kkwet,0.0000
뀊,kkwep,0.0000
뀋,kkwet,0.0000
뀌,kkwi,0.0000
뀍,kkwik,0.0000
뀎,kkwik,0.0000
뀏,kkwiks,0.0000
뀐,kkwin,0.0000
뀑,kkwinj,0.0000
뀒,kkwinh,0.0000
뀓,kkwit,0.0000
뀔,kkwil,0.0000
뀕,kkwilk,0.0000
뀖,kkwilm,0.0000
뀗,kkwilb,0.0000
뀘,kkwils,0.0000
뀙,kkwilt,0.0000
뀚,kkwilp,0.0000
뀛,kkwilh,0.0000
뀜,kkwim,0.0000
뀝,kkwip,0.0000
뀞,kkwips,0.0000
뀟,kkwit,0.0000
뀠,kkwit,0.0000
뀡,kkwing,0.0000
뀢,kkwit,0.0000
뀣,kkwit,0.0000
뀤,kkwik,0.0000
뀥,kkwit,0.0000
뀦,kkwip,0.0000
뀧,kkwit,0.0000
뀨,kkyu,0.0000
뀩,kkyuk,0.0000
뀪,kkyuk,0.0000
뀫,kkyuks,0.0000
뀬,kkyun,0.0000
뀭,kkyunj,0.0000
뀮,kkyunh,0.0000
뀯,kkyut,0.0000
뀰,kkyul,0.0000
뀱,kkyulk,0.0000
뀲,kkyulm,0.0000
뀳,kkyulb,0.0000
뀴,kkyuls,0.0000
뀵,kkyult,0.0000
뀶,kkyulp,0.0000
뀷,kkyulh,0.0000
뀸,kkyum,0.0000
뀹,kkyup,0.0000
뀺,kkyups,0.0000
뀻,kkyut,0.0000
뀼,kkyut,0.0000
